n_loop,frame_id,total,up,d_role,d_ip,a_role,a_ip,encoder,fps,reso,obj_n,obj_size,obj_stable,all_delay,d_proc_delay,d_trans_delay,a_proc_delay,a_trans_delay,edge_mem_ratio
1,25.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,367.5583719669043,1,0.14665705424088699,0.060128276164715104,0.003923599536602311,0.07951196340414193,0.003093215135427624,61.8
2,50.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,356.535366909566,1,0.011812962018526517,0.0008106231689453125,0.003561946061941294,0.004711334521953876,0.002729058265686035,61.8
3,75.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,363.35091703440827,1,0.012917188497690055,0.0009389473841740534,0.0026929561908428483,0.006363180967477651,0.0029221039551955014,61.8
4,100.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,355.4243060437272,1,0.01105038936321552,0.0007044718815730169,0.002509759022639348,0.004876274328965407,0.0029598841300377474,61.8
5,125.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,378.0067847714568,1,0.011295272753788874,0.0006812077302199143,0.0028398770552415112,0.005041149946359487,0.0027330380219679614,61.8
6,150.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,360.9762131235496,0.0,0.010443898347707894,0.0006377788690420297,0.0025950120045588566,0.004498124122619629,0.0027129833514873795,61.8
7,175.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,364.02467375390034,0.0,0.011419406303992638,0.0008692741394042969,0.002936858397263747,0.005020893537081205,0.0025923802302433895,61.8
8,200.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,362.7320226295186,0.0,0.01051031626187838,0.0006450322958139273,0.0025069071696354793,0.0045604705810546875,0.0027979062153742863,61.8
9,225.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,355.43759715331754,0.0,0.011124299122737004,0.0006523499122032752,0.0024150609970092773,0.00556948551764855,0.0024874026958759017,62.3
10,250.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,376.2386517070866,0.0,0.00865157750936655,0.0006456283422616812,0.002475591806265024,0.004594986255352314,0.0009353711054875301,62.3
11,275.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,363.9744339615073,0.0,0.010158703877375675,0.0006795479701115534,0.002531739381643442,0.004562735557556152,0.002384680968064528,62.3
12,300.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,367.0512016771744,0.0,0.010961266664358286,0.0006458484209500826,0.003437188955453726,0.0044023073636568506,0.002475921924297627,62.3
13,325.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,361.7959985532881,0.0,0.011635110928462103,0.0006815836979792669,0.0021970638862022986,0.006322585619412935,0.002433877724867602,62.3
14,350.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,360.2696677436387,0.0,0.01211398381453294,0.0007451772689819336,0.0027309105946467472,0.005924830069908729,0.0027130658809955306,62.4
15,375.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,368.51419427018016,0.0,0.011212046329791728,0.0007077547220083383,0.0025473833084106445,0.005222256367023175,0.002734651932349571,62.4
16,400.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,368.51805966493805,0.0,0.010325312614440918,0.000726626469538762,0.002513592059795673,0.004486680030822754,0.002598414054283729,62.4
17,425.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,368.3053943863114,0.0,0.01051784478701078,0.0006656738427969125,0.002704620361328125,0.004354100960951585,0.002793449621934157,62.4
18,450.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,357.02470925823684,0.0,0.011159429183373084,0.001298849399273212,0.0025344995351938102,0.004619470009436974,0.0027066102394690877,62.5
19,475.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,355.8322778829565,0.0,0.010734970753009504,0.0006624368520883414,0.002686949876638559,0.004659120853130634,0.0027264631711519686,62.5
20,500.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,368.0949746980997,0.0,0.010532030692467323,0.0005804025209867037,0.0028404089120718148,0.00440987256857065,0.0027013466908381535,62.5
21,525.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,369.7133847325375,0.0,0.011283214275653545,0.0006035199532142052,0.0034391971734853894,0.004503882848299467,0.002736614300654484,62.5
22,550.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,364.3589578811079,0.0,0.011008482712965745,0.0007214913001427284,0.002587740237896259,0.00526123780470628,0.0024380133702204777,62.5
23,575.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,366.0353986674828,0.0,0.012035140624413123,0.0006658755815946138,0.0025919125630305363,0.006447159326993502,0.002330193152794472,62.4
24,600.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,352.53532879312326,0.0,0.012078982133131761,0.0006756965930645282,0.0029154374049260067,0.006023883819580078,0.0024639643155611474,62.4
25,625.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,365.7945730677623,0.0,0.011083034368661735,0.0006735324859619141,0.0022822068287776066,0.005675178307753343,0.0024521167461688705,62.4
26,650.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,362.82344861999655,0.0,0.009765010613661546,0.0007902934001042292,0.002173295387854943,0.004487230227543757,0.0023141915981586166,62.4
27,675.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,364.4098925240022,0.0,0.010427438295804538,0.0006154867318960336,0.0026171207427978516,0.004712058947636531,0.002482771873474121,62.4
28,700.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,364.90658455164936,0.0,0.015083734805767354,0.0006361099389883188,0.002280391179598295,0.009394434782174917,0.002772798905005822,62.4
29,725.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,359.19574870885117,0.0,0.010088700514573317,0.0006253444231473482,0.0024531987997201774,0.004413503866929274,0.0025966534247765178,62.4
30,750.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,360.3155197617598,0.0,0.010997524628272424,0.0007207760444054237,0.0025354715494009168,0.004988477780268743,0.0027527992541973405,62.4
31,775.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,366.52164418078195,0.0,0.013287846858684834,0.000617063962496244,0.002784499755272499,0.007139765299283541,0.0027465178416325496,62.4
32,800.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,368.9452218851906,0.0,0.012930714167081393,0.0017375670946561373,0.0030027261147132288,0.005358659304105318,0.002831761653606708,62.4
33,825.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,360.3464123923165,0.0,0.010045115764324482,0.0009121252940251277,0.0022901388315054085,0.004445754564725435,0.00239709707406851,62.4
34,850.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,353.9062502495529,0.0,0.010160748775188739,0.0006223000012911283,0.0023574920801016,0.00445860165816087,0.0027223550356351408,62.4
35,875.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,359.69819336501365,0.0,0.010450913355900692,0.0006833901772132287,0.0027067019389225887,0.004575050794161283,0.0024857704456035905,62.4
36,900.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,369.02076407097877,0.0,0.0111770904981173,0.0006775122422438401,0.0021785314266498275,0.005601140168996958,0.0027199066602266748,62.4
37,925.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,369.3051046097867,0.0,0.02267772417802077,0.0006930277897761419,0.002102787678058331,0.016357568594125602,0.0035243401160606966,62.4
38,950.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,362.7378810492145,0.0,0.011137934831472542,0.0006739084537212665,0.002274925892169659,0.005846637945908766,0.0023424625396728516,62.4
39,975.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,355.7537285345191,0.0,0.010461944800156813,0.0006499382165762094,0.0024567383986253007,0.005033456362210787,0.0023218118227445166,62.4
40,1000.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,365.9676941788722,0.0,0.01882340357853816,0.0006281229165884164,0.0025875018193171574,0.012938939608060397,0.0026688392345721908,62.4
41,1025.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,360.96953388392495,0.0,0.010940029070927547,0.0007925583766056941,0.0024202878658588114,0.004663164799030011,0.0030640180294330306,62.4
42,1050.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,376.38184868908553,0.0,0.01024007797241211,0.0007011065116295448,0.0023558873396653398,0.004459326083843525,0.0027237580372737004,62.4
43,1075.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,367.5583719669043,0.0,0.010470958856435923,0.0006880393395057091,0.0022400250801673303,0.0052106288763192985,0.002332265560443585,62.4
44,1100.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,356.535366909566,0.0,0.010119722439692572,0.000660245235149677,0.0024946744625384994,0.004409203162560096,0.0025555995794442985,62.4
45,1125.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,363.35091703440827,0.0,0.011514865435086763,0.0006853250356820914,0.0029029020896324744,0.005237744404719426,0.002688893905052771,62.4
46,1150.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,355.4243060437272,0.0,0.013755807509789102,0.000683445196885329,0.0027995384656465975,0.007630394055293157,0.0026424297919640178,62.4
47,1175.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,378.0067847714568,0.0,0.015538399036114032,0.0007416101602407602,0.003007201048044058,0.009283230854914738,0.002506356972914476,62.4
48,1200.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,360.9762131235496,0.0,0.010741866551912747,0.0008596365268413837,0.0027247392214261573,0.004481654900770921,0.0026758359028742863,62.4
49,1225.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,364.02467375390034,0.0,0.010864578760587253,0.0008324476388784555,0.0020488592294546277,0.004757000849797175,0.0032262710424569947,62.4
50,1250.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,362.7320226295186,0.0,0.010275629850534292,0.0007387216274554913,0.002171846536489633,0.004912027945885291,0.002453033740703876,62.4
51,1275.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,355.43759715331754,0.0,0.009651019023014948,0.0006385766542874849,0.0023039762790386495,0.004357475500840407,0.0023509905888484074,62.4
